Date,Adj Close,Close,High,Low,Open,Volume
2024-05-01 04:00:00+00:00,2293.60009765625,2293.60009765625,2295.89990234375,2291.699951171875,2294.199951171875,0
2024-05-01 05:00:00+00:00,2298.0,2298.0,2299.0,2293.0,2293.5,2881
2024-05-01 06:00:00+00:00,2297.39990234375,2297.39990234375,2300.39990234375,2296.89990234375,2298.10009765625,2491
2024-05-01 07:00:00+00:00,2296.300048828125,2296.300048828125,2298.60009765625,2293.800048828125,2297.39990234375,4455
2024-05-01 08:00:00+00:00,2296.699951171875,2296.699951171875,2297.199951171875,2294.199951171875,2296.199951171875,2948
2024-05-01 09:00:00+00:00,2302.699951171875,2302.699951171875,2304.0,2296.300048828125,2296.699951171875,8824
2024-05-01 10:00:00+00:00,2303.800048828125,2303.800048828125,2305.10009765625,2299.60009765625,2302.60009765625,7053
2024-05-01 11:00:00+00:00,2305.300048828125,2305.300048828125,2307.89990234375,2302.10009765625,2303.89990234375,6403
2024-05-01 12:00:00+00:00,2309.0,2309.0,2310.800048828125,2304.89990234375,2305.39990234375,16950
2024-05-01 13:00:00+00:00,2314.0,2314.0,2314.300048828125,2305.5,2309.10009765625,14611
2024-05-01 14:00:00+00:00,2315.199951171875,2315.199951171875,2321.5,2308.0,2314.0,26718
2024-05-01 15:00:00+00:00,2317.89990234375,2317.89990234375,2321.300048828125,2313.199951171875,2315.300048828125,11030
2024-05-01 16:00:00+00:00,2314.5,2314.5,2318.199951171875,2312.39990234375,2318.10009765625,7492
2024-05-01 17:00:00+00:00,2310.39990234375,2310.39990234375,2315.800048828125,2308.300048828125,2314.39990234375,10550
2024-05-01 18:00:00+00:00,2336.300048828125,2336.300048828125,2339.5,2305.800048828125,2310.39990234375,41769
2024-05-01 19:00:00+00:00,2320.800048828125,2320.800048828125,2338.89990234375,2320.60009765625,2336.5,20492
2024-05-01 20:00:00+00:00,2330.199951171875,2330.199951171875,2331.5,2317.89990234375,2320.60009765625,0
2024-05-01 22:00:00+00:00,2330.39990234375,2330.39990234375,2332.800048828125,2328.199951171875,2329.89990234375,2035
2024-05-01 23:00:00+00:00,2333.39990234375,2333.39990234375,2334.60009765625,2330.300048828125,2330.60009765625,2044
2024-05-02 00:00:00+00:00,2334.10009765625,2334.10009765625,2335.60009765625,2332.60009765625,2333.5,2372
2024-05-02 01:00:00+00:00,2333.699951171875,2333.699951171875,2336.10009765625,2331.39990234375,2334.0,3320
2024-05-02 02:00:00+00:00,2329.60009765625,2329.60009765625,2335.300048828125,2328.0,2333.60009765625,2941
2024-05-02 03:00:00+00:00,2329.0,2329.0,2329.89990234375,2326.699951171875,2329.60009765625,2484
2024-05-02 04:00:00+00:00,2327.39990234375,2327.39990234375,2330.300048828125,2327.300048828125,2328.800048828125,1186
2024-05-02 05:00:00+00:00,2324.300048828125,2324.300048828125,2327.60009765625,2322.199951171875,2327.300048828125,4026
2024-05-02 06:00:00+00:00,2323.199951171875,2323.199951171875,2328.699951171875,2321.800048828125,2324.300048828125,6208
2024-05-02 07:00:00+00:00,2318.5,2318.5,2324.5,2317.5,2323.0,5245
2024-05-02 08:00:00+00:00,2313.39990234375,2313.39990234375,2320.5,2311.699951171875,2318.699951171875,7044
2024-05-02 09:00:00+00:00,2311.199951171875,2311.199951171875,2314.800048828125,2308.60009765625,2313.300048828125,6816
2024-05-02 10:00:00+00:00,2308.60009765625,2308.60009765625,2311.199951171875,2304.10009765625,2311.10009765625,8732
2024-05-02 11:00:00+00:00,2308.300048828125,2308.300048828125,2313.0,2306.699951171875,2308.60009765625,7581
2024-05-02 12:00:00+00:00,2303.699951171875,2303.699951171875,2314.60009765625,2302.5,2308.199951171875,15745
2024-05-02 13:00:00+00:00,2300.5,2300.5,2305.199951171875,2294.300048828125,2303.89990234375,24992
2024-05-02 14:00:00+00:00,2313.39990234375,2313.39990234375,2314.300048828125,2297.0,2301.0,21511
2024-05-02 15:00:00+00:00,2309.199951171875,2309.199951171875,2316.5,2306.39990234375,2313.5,21685
2024-05-02 16:00:00+00:00,2308.800048828125,2308.800048828125,2313.300048828125,2307.300048828125,2309.300048828125,12791
2024-05-02 17:00:00+00:00,2317.39990234375,2317.39990234375,2317.89990234375,2308.199951171875,2308.800048828125,8463
2024-05-02 18:00:00+00:00,2317.39990234375,2317.39990234375,2318.699951171875,2314.300048828125,2317.39990234375,4487
2024-05-02 19:00:00+00:00,2312.39990234375,2312.39990234375,2317.5,2310.60009765625,2317.300048828125,7714
2024-05-02 20:00:00+00:00,2313.39990234375,2313.39990234375,2313.60009765625,2310.10009765625,2312.39990234375,2391
2024-05-02 22:00:00+00:00,2313.300048828125,2313.300048828125,2315.0,2312.800048828125,2313.5,0
2024-05-02 23:00:00+00:00,2313.5,2313.5,2313.89990234375,2311.60009765625,2313.300048828125,1311
2024-05-03 00:00:00+00:00,2313.10009765625,2313.10009765625,2314.0,2309.10009765625,2313.39990234375,3938
2024-05-03 01:00:00+00:00,2311.699951171875,2311.699951171875,2315.60009765625,2310.89990234375,2313.0,2441
2024-05-03 02:00:00+00:00,2309.89990234375,2309.89990234375,2312.0,2308.60009765625,2311.5,3117
2024-05-03 03:00:00+00:00,2310.89990234375,2310.89990234375,2311.0,2309.39990234375,2309.800048828125,1186
2024-05-03 04:00:00+00:00,2316.10009765625,2316.10009765625,2316.89990234375,2310.800048828125,2311.300048828125,3066
2024-05-03 05:00:00+00:00,2314.89990234375,2314.89990234375,2317.60009765625,2314.60009765625,2316.300048828125,1842
2024-05-03 06:00:00+00:00,2307.199951171875,2307.199951171875,2315.39990234375,2306.60009765625,2314.800048828125,4655
2024-05-03 07:00:00+00:00,2308.0,2308.0,2310.199951171875,2306.39990234375,2307.10009765625,5161
2024-05-03 08:00:00+00:00,2310.0,2310.0,2311.300048828125,2307.10009765625,2307.89990234375,3709
2024-05-03 09:00:00+00:00,2310.199951171875,2310.199951171875,2311.60009765625,2308.0,2310.0,5538
2024-05-03 10:00:00+00:00,2307.89990234375,2307.89990234375,2310.39990234375,2306.60009765625,2310.199951171875,3081
2024-05-03 11:00:00+00:00,2307.0,2307.0,2308.60009765625,2304.800048828125,2307.699951171875,4249
2024-05-03 12:00:00+00:00,2313.300048828125,2313.300048828125,2330.699951171875,2303.199951171875,2307.10009765625,36352
2024-05-03 13:00:00+00:00,2298.199951171875,2298.199951171875,2317.60009765625,2285.199951171875,2313.300048828125,58364
2024-05-03 14:00:00+00:00,2299.800048828125,2299.800048828125,2312.699951171875,2291.5,2299.60009765625,32168
2024-05-03 15:00:00+00:00,2302.300048828125,2302.300048828125,2307.699951171875,2298.10009765625,2299.89990234375,17437
2024-05-03 16:00:00+00:00,2308.0,2308.0,2309.199951171875,2301.39990234375,2302.39990234375,8096
2024-05-03 17:00:00+00:00,2310.800048828125,2310.800048828125,2312.0,2305.10009765625,2308.10009765625,16675
